TransactionID,TransactionDate,Amount,MerchantID,TransactionType,Location,IsFraud
27118,2024-10-16 21:02:35.598008,590.07,318,refund,San Antonio,0
27119,2024-09-24 17:08:35.598012,1861.5,222,refund,San Diego,0
27120,2024-01-19 08:55:35.598015,141.31,275,refund,Phoenix,0
27121,2024-08-11 10:52:35.598018,671.72,439,purchase,Phoenix,0
27122,2024-04-09 05:11:35.598021,4909.46,121,purchase,San Jose,0
27123,2024-03-28 00:50:35.598025,241.65,163,purchase,Chicago,0
27124,2024-08-18 03:36:35.598028,4636.09,204,purchase,Philadelphia,0
27125,2024-05-03 19:17:35.598031,1889.32,656,refund,Chicago,0
27126,2024-06-18 00:09:35.598035,3204.9,797,purchase,Chicago,0
27127,2024-10-21 06:11:35.598038,1262.79,773,refund,San Antonio,0
27128,2024-03-22 18:58:35.598042,1029.65,664,refund,Houston,0
27129,2024-02-25 04:55:35.598045,2062.01,784,refund,San Antonio,1
27130,2024-03-13 22:10:35.598048,4292.17,65,refund,Houston,0
27131,2024-02-29 21:23:35.598052,1573.85,817,refund,Los Angeles,0
27132,2024-03-15 13:36:35.598055,1244.42,186,purchase,San Diego,0
27133,2024-04-25 17:34:35.598058,4665.68,780,purchase,San Diego,0
27134,2024-07-29 13:00:35.598062,3500.77,201,refund,New York,0
27135,2023-12-11 01:02:35.598065,2502.93,916,refund,San Jose,0
27136,2024-04-13 19:31:35.598068,1773.33,259,purchase,Los Angeles,0
27137,2024-08-10 09:42:35.598072,2014.18,103,refund,San Antonio,0
27138,2024-03-13 12:10:35.598075,923.71,452,purchase,San Diego,0
27139,2024-03-16 15:23:35.598078,4454.17,482,refund,San Diego,0
27140,2024-01-15 20:30:35.598081,372.52,891,refund,Chicago,0
27141,2023-11-17 23:36:35.598085,1683.76,984,refund,Phoenix,0
27142,2023-11-14 03:08:35.598088,3867.96,861,refund,Dallas,0
27143,2023-11-21 18:22:35.598092,3548.56,200,purchase,Philadelphia,0
27144,2023-10-27 23:24:35.598095,4071.82,174,refund,Philadelphia,0
27145,2024-08-26 22:34:35.598098,1097.07,763,purchase,San Jose,0
27146,2024-09-20 11:48:35.598102,4175.47,255,purchase,Houston,0
27147,2024-08-23 04:15:35.598105,379.76,203,refund,Philadelphia,0
27148,2024-06-21 00:30:35.598108,910.86,987,purchase,San Antonio,0
27149,2024-03-06 16:28:35.598112,1208.19,30,refund,New York,0
27150,2024-08-14 16:10:35.598115,4927.31,112,refund,Chicago,0
27151,2024-01-13 17:21:35.598118,4911.18,326,refund,Los Angeles,0
27152,2024-07-22 10:19:35.598122,3344.49,522,refund,Los Angeles,0
27153,2024-02-09 21:31:35.598125,439.15,603,refund,Los Angeles,0
27154,2024-03-20 20:26:35.598128,2691.7,224,purchase,Houston,0
27155,2024-07-28 07:37:35.598132,981.5,803,purchase,Chicago,0
27156,2024-06-14 10:34:35.598135,1368.43,243,purchase,Philadelphia,0
27157,2024-01-12 06:01:35.598138,2467.09,346,purchase,Philadelphia,0
27158,2023-11-19 06:04:35.598142,311.87,169,refund,Phoenix,0
27159,2024-01-07 00:39:35.598145,1899.0,935,purchase,Houston,0
27160,2024-06-12 22:55:35.598148,4930.18,88,refund,Phoenix,0
27161,2024-06-02 23:13:35.598152,3884.87,628,refund,San Jose,0
27162,2023-10-30 23:26:35.598155,3201.73,755,refund,San Jose,0
27163,2024-07-08 10:03:35.598159,477.25,7,refund,Phoenix,0
27164,2024-01-18 00:34:35.598162,878.89,186,refund,Philadelphia,0
27165,2024-05-09 22:09:35.598165,3347.41,331,refund,Phoenix,0
27166,2024-08-05 18:17:35.598169,1969.84,412,purchase,Houston,0
27167,2024-01-13 16:58:35.598172,1209.99,544,refund,Philadelphia,0
27168,2024-03-11 14:56:35.598175,33.75,820,refund,Chicago,0
27169,2024-08-25 19:22:35.598179,4794.64,109,purchase,Dallas,0
27170,2024-10-17 04:23:35.598182,3598.82,762,refund,Dallas,0
27171,2024-02-28 07:25:35.598185,4660.8,315,purchase,Philadelphia,0
27172,2023-11-01 18:56:35.598189,110.24,844,refund,San Diego,0
27173,2024-05-07 23:29:35.598192,2598.32,960,refund,Dallas,0
27174,2023-10-23 19:04:35.598195,3577.98,97,purchase,Houston,0
27175,2024-08-20 09:43:35.598198,3343.52,187,purchase,Chicago,0
27176,2024-04-01 23:22:35.598202,512.11,17,refund,Phoenix,0
27177,2024-05-17 14:29:35.598205,1854.42,687,purchase,San Diego,0
27178,2024-05-09 02:20:35.598208,2067.29,890,refund,San Jose,0
27179,2024-09-09 19:29:35.598211,1761.94,505,purchase,Chicago,0
27180,2023-12-25 03:06:35.598215,417.05,189,refund,Houston,0
27181,2024-10-13 13:05:35.598218,522.44,401,refund,Chicago,0
27182,2024-04-14 00:28:35.598222,3935.26,897,purchase,Phoenix,0
27183,2024-07-29 12:30:35.598225,3571.38,649,refund,San Antonio,0
27184,2024-02-12 16:25:35.598228,1888.11,15,refund,Phoenix,0
27185,2024-10-13 19:42:35.598232,3105.8,749,refund,Houston,0
27186,2024-05-15 16:21:35.598235,4249.08,471,refund,Dallas,0
27187,2024-04-07 17:14:35.598238,2608.75,574,refund,Houston,0
27188,2023-12-20 20:18:35.598241,4874.84,977,refund,San Diego,0
27189,2023-11-17 08:58:35.598245,66.57,449,refund,Philadelphia,0
27190,2024-01-21 23:49:35.598248,287.04,255,purchase,Philadelphia,0
27191,2024-06-05 06:49:35.598251,1202.62,789,refund,Phoenix,0
27192,2024-06-22 05:00:35.598255,4100.83,318,refund,San Antonio,0
27193,2024-03-23 21:00:35.598258,2687.81,923,refund,San Diego,0
27194,2024-04-05 16:56:35.598261,2125.74,717,purchase,San Antonio,0
27195,2024-07-05 09:42:35.598265,336.94,823,refund,Houston,0
27196,2024-10-12 19:57:35.598268,3038.42,225,refund,Dallas,0
27197,2024-07-25 18:33:35.598271,1266.12,373,refund,Phoenix,1
27198,2024-05-26 22:10:35.598274,1757.44,444,refund,Philadelphia,0
27199,2024-04-12 23:45:35.598278,351.1,477,refund,San Antonio,0
27200,2024-05-26 22:49:35.598281,648.75,819,purchase,Phoenix,0
27201,2024-04-07 02:58:35.598284,1070.71,893,purchase,Houston,0
27202,2024-10-20 06:04:35.598287,926.08,980,purchase,New York,0
27203,2023-12-02 15:23:35.598291,353.23,233,refund,San Jose,0
27204,2024-07-24 03:22:35.598294,2117.39,307,refund,New York,0
27205,2024-07-20 09:29:35.598297,2715.38,307,purchase,New York,0
27206,2024-01-09 19:34:35.598300,2936.23,758,refund,Philadelphia,0
27207,2024-05-03 04:23:35.598304,653.3,276,purchase,Dallas,0
27208,2024-02-21 16:59:35.598307,4492.28,446,purchase,Dallas,0
27209,2024-08-10 03:47:35.598310,365.89,318,refund,San Jose,0
27210,2024-06-15 08:16:35.598314,180.25,284,purchase,Philadelphia,0
27211,2024-02-22 13:05:35.598317,4898.08,361,purchase,San Jose,0
27212,2024-01-11 09:45:35.598320,3970.93,363,refund,San Diego,0
27213,2024-06-20 09:51:35.598324,4203.76,485,refund,Philadelphia,0
27214,2024-01-03 02:51:35.598327,4770.32,424,purchase,Philadelphia,0
27215,2023-12-10 01:29:35.598331,424.85,166,refund,Philadelphia,0
27216,2023-12-26 09:50:35.598334,848.21,412,purchase,New York,0
27217,2024-07-07 09:40:35.598337,2064.38,137,purchase,San Antonio,0
27218,2024-04-13 23:41:35.598341,132.14,771,purchase,San Jose,0
27219,2024-03-08 08:36:35.598344,3637.52,214,refund,Chicago,0
27220,2024-10-12 12:46:35.598348,1929.76,489,refund,Philadelphia,0
27221,2024-03-27 05:12:35.598351,3239.9,180,refund,Houston,0
27222,2024-04-05 18:33:35.598354,312.94,17,purchase,San Diego,0
27223,2024-01-21 13:26:35.598357,42.69,2,purchase,Los Angeles,0
27224,2023-12-09 05:42:35.598361,4506.35,346,purchase,San Antonio,0
27225,2024-03-14 11:47:35.598364,414.27,450,refund,Chicago,0
27226,2024-07-15 19:47:35.598368,1809.12,168,refund,Dallas,0
27227,2024-01-31 20:23:35.598372,935.27,233,refund,San Antonio,0
27228,2023-11-15 06:19:35.598378,1327.87,664,refund,Los Angeles,0
27229,2024-07-08 04:49:35.598385,2060.06,500,purchase,Philadelphia,0
27230,2024-03-27 20:09:35.598391,886.29,688,purchase,San Jose,0
27231,2023-12-18 17:50:35.598398,4154.72,862,refund,New York,0
27232,2024-02-24 18:53:35.598404,2096.55,196,refund,Los Angeles,0
27233,2024-01-22 06:08:35.598411,1651.76,288,purchase,Chicago,0
27234,2024-03-12 07:07:35.598417,484.34,324,purchase,Chicago,0
27235,2024-04-27 03:32:35.598424,2056.63,548,refund,Dallas,0
27236,2024-01-29 02:35:35.598429,4669.08,517,refund,Los Angeles,0
27237,2024-09-20 04:43:35.598436,2532.96,797,purchase,San Diego,0
27238,2024-07-12 15:30:35.598442,3099.27,316,refund,Houston,0
27239,2024-02-18 08:31:35.598448,3737.05,465,refund,San Jose,0
27240,2024-05-12 21:44:35.598453,4090.11,940,refund,Philadelphia,0
27241,2024-03-26 08:06:35.598456,455.9,131,refund,Dallas,0
27242,2023-12-27 04:50:35.598460,1380.15,858,purchase,Philadelphia,0
27243,2024-07-15 13:03:35.598463,119.32,161,purchase,San Diego,0
27244,2024-05-23 20:16:35.598466,4440.77,301,purchase,Philadelphia,0
27245,2024-01-23 01:38:35.598470,3121.58,170,refund,Los Angeles,0
27246,2023-11-16 12:32:35.598473,4979.77,124,refund,Dallas,0
27247,2024-10-09 22:26:35.598476,1512.08,233,purchase,Philadelphia,0
27248,2024-01-11 19:26:35.598480,554.73,909,purchase,Dallas,0
27249,2024-01-13 08:11:35.598483,3740.67,389,purchase,New York,0
27250,2024-08-20 06:32:35.598487,2966.92,22,purchase,Dallas,0
27251,2024-08-02 22:22:35.598492,1747.82,125,purchase,Houston,0
27252,2023-12-15 15:20:35.598499,4438.17,346,purchase,Houston,0
27253,2024-03-06 06:58:35.598505,4824.81,383,purchase,Phoenix,0
27254,2023-12-03 11:16:35.598511,1087.07,259,purchase,Dallas,0
27255,2023-10-27 03:21:35.598519,1851.03,138,refund,Los Angeles,0
27256,2024-01-02 09:02:35.598525,2451.13,110,refund,Houston,0
27257,2024-06-11 02:28:35.598532,2453.0,154,purchase,San Diego,0
27258,2024-01-27 13:42:35.598539,1516.36,602,purchase,Los Angeles,0
27259,2024-05-18 23:00:35.598546,1910.74,920,refund,New York,0
27260,2024-06-20 23:48:35.598552,1865.28,230,refund,New York,0
27261,2024-04-06 05:21:35.598556,2384.86,469,refund,Dallas,0
27262,2024-09-30 16:23:35.598559,1668.61,226,refund,Houston,0
27263,2024-04-23 20:20:35.598571,724.39,311,purchase,San Diego,0
27264,2024-07-16 05:17:35.598575,2642.34,167,refund,Chicago,0
27265,2024-07-21 01:14:35.598579,2496.49,746,refund,San Antonio,0
27266,2024-08-07 18:47:35.598582,3907.87,719,refund,Philadelphia,0
27267,2023-12-30 14:51:35.598585,4968.39,140,purchase,Houston,0
27268,2024-10-10 12:27:35.598588,4587.27,451,refund,Philadelphia,0
27269,2024-06-26 20:50:35.598592,2883.5,373,refund,New York,0
27270,2023-11-02 13:01:35.598595,1757.32,261,purchase,San Diego,0
27271,2023-11-23 00:27:35.598598,4121.85,890,refund,New York,0
27272,2024-02-23 07:55:35.598602,3856.53,428,purchase,Philadelphia,0
27273,2024-05-09 02:06:35.598605,2913.66,66,refund,Philadelphia,0
27274,2023-12-09 12:44:35.598608,3473.64,701,refund,San Jose,0
27275,2024-01-01 13:30:35.598611,4490.54,473,refund,San Jose,0
27276,2024-02-24 13:23:35.598615,1815.94,984,refund,Los Angeles,0
27277,2024-01-20 10:47:35.598618,1578.81,471,refund,Chicago,0
27278,2024-02-19 02:52:35.598622,444.9,866,refund,Houston,0
27279,2024-01-17 21:50:35.598625,783.94,504,refund,Houston,0
27280,2024-07-13 13:33:35.598629,3277.52,707,purchase,Dallas,0
27281,2024-01-22 14:52:35.598632,4072.94,394,refund,Los Angeles,0
27282,2024-10-18 06:10:35.598635,2255.49,151,refund,Houston,0
27283,2024-01-29 22:22:35.598639,700.05,496,purchase,Philadelphia,0
27284,2024-05-05 13:43:35.598642,408.84,272,refund,New York,0
27285,2024-07-22 08:07:35.598645,1873.35,986,refund,San Antonio,0
27286,2024-08-19 09:56:35.598649,107.68,656,purchase,Dallas,0
27287,2023-10-28 07:03:35.598652,4295.45,997,refund,Phoenix,0
27288,2024-07-13 16:13:35.598655,3670.48,972,refund,Phoenix,0
27289,2023-12-02 21:43:35.598659,3262.84,75,purchase,Philadelphia,0
27290,2023-11-19 17:17:35.598665,1702.74,891,purchase,Chicago,0
27291,2024-02-10 22:42:35.598668,803.94,705,refund,San Jose,0
27292,2024-10-02 07:30:35.598671,2249.37,162,purchase,Dallas,0
27293,2023-11-16 09:42:35.598675,4764.91,790,purchase,San Jose,0
27294,2024-08-06 02:20:35.598678,376.27,624,refund,San Antonio,0
27295,2024-03-28 15:06:35.598681,4094.33,593,refund,San Jose,0
27296,2024-09-16 16:25:35.598685,3372.35,758,refund,Chicago,0
27297,2024-10-06 03:32:35.598688,4791.23,490,refund,Phoenix,0
27298,2024-08-18 14:51:35.598691,3217.29,819,purchase,Phoenix,0
27299,2024-10-12 07:32:35.598694,2272.45,743,refund,San Diego,0
27300,2023-11-26 20:15:35.598698,2735.95,106,purchase,New York,0
27301,2024-03-17 16:55:35.598701,3775.23,318,refund,New York,0
27302,2024-06-07 02:54:35.598704,4788.91,55,purchase,San Antonio,0
27303,2023-12-18 05:32:35.598708,2927.3,42,refund,Phoenix,0
27304,2024-01-29 03:37:35.598711,3315.62,966,refund,San Jose,0
27305,2024-02-21 15:09:35.598714,4177.99,69,purchase,San Diego,0
27306,2024-04-18 17:50:35.598718,4363.73,95,purchase,San Antonio,0
27307,2024-02-15 19:33:35.598721,4328.24,279,refund,New York,0
27308,2023-11-09 20:24:35.598725,1348.84,898,refund,San Antonio,0
27309,2024-04-30 19:57:35.598728,4991.26,499,refund,San Jose,0
27310,2023-11-19 17:52:35.598731,4342.33,464,purchase,New York,0
27311,2024-08-24 13:40:35.598735,1578.44,866,purchase,Philadelphia,0
27312,2024-03-19 13:56:35.598738,2080.05,954,purchase,Philadelphia,0
27313,2024-09-24 20:14:35.598742,3174.09,941,refund,Chicago,0
27314,2024-10-19 09:55:35.598745,3551.66,427,refund,Chicago,0
27315,2024-06-03 17:35:35.598748,2442.07,275,purchase,New York,0
27316,2023-11-01 02:07:35.598751,364.08,588,refund,San Diego,0
27317,2024-04-25 20:44:35.598755,3929.52,163,refund,San Diego,0
27318,2023-12-01 06:02:35.598758,1656.99,789,purchase,San Antonio,0
27319,2024-01-27 20:29:35.598762,3984.7,946,purchase,San Diego,0
27320,2023-12-09 01:16:35.598765,4359.11,784,refund,Philadelphia,0
27321,2024-08-19 19:34:35.598768,546.43,555,purchase,Phoenix,0
27322,2024-03-14 06:35:35.598772,4887.1,872,purchase,San Diego,0
27323,2024-04-25 14:48:35.598775,4244.48,417,refund,San Jose,0
27324,2024-04-20 20:16:35.598778,4066.99,46,refund,San Jose,0
27325,2024-04-04 02:33:35.598782,4667.73,913,purchase,Los Angeles,0
27326,2024-06-01 20:52:35.598788,3234.36,564,purchase,New York,0
27327,2024-04-28 16:16:35.598794,3741.03,735,refund,San Antonio,0
27328,2024-06-19 19:33:35.598800,4055.25,971,refund,Los Angeles,0
27329,2023-10-28 15:39:35.598806,826.84,619,refund,Chicago,0
27330,2024-09-04 18:23:35.598812,1834.59,436,purchase,New York,0
27331,2024-05-24 12:42:35.598818,4827.44,827,purchase,Phoenix,0
27332,2023-12-28 01:59:35.598823,558.31,966,purchase,Dallas,0
27333,2024-05-13 00:31:35.598826,1249.32,98,refund,San Jose,0
27334,2024-10-16 15:20:35.598829,2659.2,307,purchase,San Diego,0
27335,2023-12-07 14:51:35.598833,4145.34,548,purchase,Dallas,0
27336,2024-05-30 12:52:35.598836,1886.73,859,purchase,Dallas,0
27337,2024-03-23 22:54:35.598839,842.52,701,refund,Los Angeles,0
27338,2024-07-03 21:03:35.598843,3088.86,96,refund,Dallas,0
27339,2024-10-09 18:11:35.598846,1297.43,994,refund,San Jose,0
27340,2024-01-03 11:53:35.598849,4815.14,783,purchase,Dallas,0
27341,2023-12-01 17:27:35.598852,3736.11,76,refund,Philadelphia,0
27342,2024-05-11 07:44:35.598856,4710.44,583,refund,Houston,0
27343,2024-02-29 23:00:35.598859,3391.46,700,refund,Dallas,0
27344,2024-10-17 01:55:35.598862,2124.92,228,purchase,Philadelphia,0
27345,2024-02-15 10:33:35.598866,1210.8,756,purchase,Dallas,0
27346,2023-12-13 13:31:35.598869,2239.05,200,purchase,Los Angeles,0
27347,2024-03-28 10:56:35.598872,2916.06,257,purchase,Los Angeles,0
27348,2024-04-21 04:24:35.598875,3158.63,699,refund,New York,0
27349,2024-04-09 01:23:35.598879,1072.85,635,purchase,Phoenix,0
27350,2024-08-07 03:29:35.598882,2622.06,972,refund,San Diego,0
27351,2024-09-13 11:29:35.598886,3255.19,995,purchase,San Antonio,0
27352,2024-09-21 06:52:35.598889,4849.66,103,refund,San Jose,0
27353,2024-02-03 13:24:35.598892,1573.88,207,refund,Los Angeles,0
27354,2024-01-04 18:18:35.598896,4569.96,493,refund,San Diego,0
27355,2024-02-09 06:20:35.598902,1213.94,738,refund,San Jose,0
27356,2024-02-11 11:44:35.598908,1053.41,994,refund,Philadelphia,0
27357,2024-09-19 22:41:35.598914,2073.29,961,purchase,Phoenix,0
27358,2024-02-11 14:33:35.598918,3489.77,377,refund,New York,0
27359,2024-03-17 21:20:35.598922,2266.9,108,purchase,San Diego,0
27360,2024-07-21 17:59:35.598925,1755.01,296,purchase,San Diego,0
27361,2024-04-21 22:33:35.598928,3744.08,885,refund,Houston,0
27362,2024-05-31 20:14:35.598932,2423.73,981,refund,Philadelphia,0
27363,2024-07-14 22:40:35.598935,4023.68,612,refund,Dallas,0
27364,2024-06-05 10:46:35.598939,2596.61,873,refund,Dallas,0
27365,2024-09-19 00:03:35.598942,3497.53,260,purchase,San Jose,0
27366,2024-04-10 04:13:35.598945,487.77,319,refund,New York,0
27367,2024-06-28 23:52:35.598948,70.59,699,refund,Chicago,0
27368,2024-05-24 00:55:35.598952,3503.43,175,refund,Chicago,0
27369,2024-02-25 22:44:35.598955,2027.5,447,refund,Houston,0
27370,2024-09-22 21:30:35.598958,2917.3,178,purchase,Dallas,0
27371,2024-09-25 06:34:35.598962,3477.1,574,purchase,New York,0
27372,2024-10-06 00:04:35.598965,223.12,270,purchase,Chicago,0
27373,2024-08-06 01:04:35.598968,3842.92,169,purchase,Chicago,0
27374,2024-10-11 18:02:35.598972,2286.41,253,refund,Phoenix,0
27375,2024-09-10 06:43:35.598975,213.35,256,refund,San Diego,0
27376,2024-01-22 15:47:35.598978,3155.3,815,purchase,Houston,0
27377,2024-02-22 07:08:35.598982,4071.46,656,refund,Phoenix,0
27378,2024-05-02 00:57:35.598988,476.09,396,refund,Phoenix,0
27379,2023-11-12 03:38:35.598992,4965.64,419,purchase,San Diego,0
27380,2024-05-22 07:45:35.598995,1290.72,529,purchase,Houston,0
27381,2024-04-14 17:53:35.598999,4698.0,713,refund,San Diego,0
27382,2023-11-16 11:00:35.599002,3462.25,289,purchase,Dallas,0
27383,2024-05-03 17:09:35.599005,1939.7,277,refund,Philadelphia,0
27384,2024-09-04 03:34:35.599009,1837.85,282,refund,San Antonio,0
27385,2024-04-23 13:25:35.599012,2258.81,226,refund,Los Angeles,0
27386,2024-02-17 08:39:35.599015,4633.79,392,refund,Chicago,0
27387,2024-03-27 07:00:35.599018,2907.32,846,purchase,Phoenix,0
27388,2024-02-05 14:47:35.599022,4783.47,24,purchase,Philadelphia,0
27389,2023-12-04 09:36:35.599025,1974.18,170,refund,Los Angeles,0
27390,2024-08-08 17:56:35.599029,1193.63,817,purchase,Los Angeles,0
27391,2024-07-16 18:14:35.599032,3124.66,743,refund,San Diego,0
27392,2023-11-28 04:18:35.599035,1112.92,413,purchase,San Antonio,0
27393,2024-05-27 11:55:35.599038,3475.49,3,refund,Chicago,0
27394,2023-11-20 14:55:35.599042,3692.62,239,purchase,Houston,0
27395,2023-10-24 16:02:35.599045,3006.36,34,purchase,San Antonio,0
27396,2024-03-29 19:23:35.599049,907.22,440,refund,San Antonio,0
27397,2024-03-27 01:54:35.599052,2984.19,660,refund,New York,0
27398,2024-08-30 20:19:35.599055,5.24,668,refund,San Jose,0
27399,2024-07-28 06:11:35.599059,1565.01,363,refund,Houston,0
27400,2024-08-03 05:43:35.599063,1624.57,224,refund,Dallas,0
27401,2024-05-14 21:57:35.599066,678.17,519,refund,San Diego,0
27402,2024-01-17 03:40:35.599069,2773.39,894,purchase,Phoenix,0
27403,2023-10-28 21:09:35.599073,195.43,934,refund,Los Angeles,0
27404,2024-02-15 03:44:35.599076,2028.15,594,purchase,New York,0
27405,2024-08-22 22:36:35.599079,2319.69,316,purchase,San Antonio,0
27406,2024-02-23 14:14:35.599083,3147.16,77,refund,San Jose,0
27407,2024-05-07 22:15:35.599086,1936.85,866,refund,Phoenix,0
27408,2023-12-28 02:16:35.599090,1588.96,731,refund,Dallas,0
27409,2024-01-08 02:25:35.599097,1076.56,620,refund,San Jose,0
27410,2024-04-29 19:14:35.599103,3646.97,849,purchase,Phoenix,0
27411,2024-04-14 16:08:35.599109,1665.06,402,refund,Philadelphia,0
27412,2024-04-26 23:44:35.599115,2482.31,486,refund,New York,0
27413,2024-03-19 18:41:35.599122,191.92,488,purchase,San Antonio,0
27414,2023-12-05 01:12:35.599128,260.26,7,refund,Philadelphia,0
27415,2024-06-06 20:58:35.599134,4899.66,774,purchase,Houston,0
27416,2024-05-25 04:38:35.599141,1143.96,209,refund,Dallas,0
27417,2023-11-30 03:47:35.599148,1731.44,190,purchase,Philadelphia,0
27418,2024-01-25 22:20:35.599155,1272.6,163,purchase,Los Angeles,0
27419,2024-01-17 04:50:35.599161,869.05,255,refund,Chicago,0
27420,2023-11-03 20:27:35.599164,2202.63,634,purchase,New York,0
27421,2024-06-10 15:17:35.599167,2901.07,311,refund,Philadelphia,0
27422,2024-09-12 14:54:35.599171,2792.05,633,refund,San Antonio,0
27423,2024-03-04 00:39:35.599174,3712.21,211,refund,Phoenix,0
27424,2024-04-08 16:53:35.599177,1142.17,366,refund,New York,0
27425,2024-04-18 08:58:35.599181,833.34,625,refund,San Diego,0
27426,2024-06-23 06:01:35.599184,3439.68,67,refund,San Diego,0
27427,2024-08-07 14:08:35.599187,4459.03,775,purchase,New York,0
27428,2023-12-19 19:04:35.599190,3425.41,426,refund,Houston,0
27429,2024-08-01 21:50:35.599194,1826.53,217,refund,San Jose,0
27430,2024-09-08 19:52:35.599197,881.59,57,purchase,Phoenix,0
27431,2024-03-24 06:42:35.599200,2704.82,400,purchase,San Antonio,0
27432,2024-02-22 14:35:35.599204,4185.5,165,refund,Phoenix,0
27433,2024-05-03 22:10:35.599207,39.22,785,refund,San Jose,0
27434,2024-03-11 03:22:35.599211,2364.48,979,refund,Los Angeles,0
27435,2024-08-16 13:05:35.599214,3858.43,402,purchase,Philadelphia,0
27436,2024-04-29 04:27:35.599217,3331.18,831,purchase,Phoenix,0
27437,2024-02-15 05:04:35.599220,3987.09,322,purchase,San Antonio,0
27438,2024-05-23 23:26:35.599224,3580.54,332,purchase,Philadelphia,0
27439,2024-10-08 13:46:35.599227,1103.66,742,purchase,Houston,0
27440,2023-12-18 02:01:35.599230,2282.05,657,purchase,Chicago,0
27441,2024-09-07 06:19:35.599233,3532.09,261,purchase,Philadelphia,0
27442,2024-03-18 07:34:35.599237,1505.94,347,purchase,Dallas,0
27443,2024-05-20 23:27:35.599240,3761.84,777,purchase,Dallas,0
27444,2024-05-24 07:06:35.599244,4979.9,341,purchase,Philadelphia,0
27445,2024-01-19 00:47:35.599247,2436.35,711,purchase,San Diego,0
27446,2024-05-31 04:30:35.599250,4581.35,857,refund,Los Angeles,0
27447,2024-05-23 08:54:35.599254,2029.92,594,purchase,New York,0
27448,2023-10-22 00:33:35.599257,3557.55,746,refund,Los Angeles,0
27449,2024-09-25 14:58:35.599260,1968.64,348,purchase,Dallas,0
27450,2024-09-30 21:38:35.599263,3068.84,976,purchase,Philadelphia,0
27451,2023-12-04 06:19:35.599267,4081.75,988,purchase,Los Angeles,0
27452,2024-06-22 09:53:35.599270,2498.81,321,purchase,Phoenix,0
27453,2024-08-13 17:56:35.599273,4156.23,187,refund,Phoenix,0
27454,2024-03-10 12:55:35.599277,4013.23,574,purchase,New York,0
27455,2024-01-14 23:25:35.599280,130.45,43,refund,San Jose,0
27456,2024-09-17 18:34:35.599283,2555.28,629,purchase,Los Angeles,0
27457,2024-07-02 13:47:35.599286,1396.28,239,purchase,Houston,0
27458,2024-02-18 21:53:35.599290,4725.83,20,refund,Philadelphia,0
27459,2024-08-26 11:00:35.599293,177.5,547,refund,Phoenix,0
27460,2024-01-26 22:12:35.599296,4605.54,801,purchase,Philadelphia,0
27461,2024-05-05 18:05:35.599300,4237.35,481,purchase,Los Angeles,0
27462,2023-12-04 08:20:35.599303,2588.36,357,refund,Dallas,0
27463,2024-04-24 14:16:35.599307,906.69,229,refund,Phoenix,0
27464,2024-01-01 00:55:35.599310,2737.42,155,purchase,New York,0
27465,2023-11-23 08:29:35.599313,3968.1,133,purchase,Houston,0
27466,2024-06-13 12:51:35.599317,1409.05,452,refund,Houston,0
27467,2024-01-07 23:21:35.599320,1545.87,947,purchase,San Jose,0
27468,2023-11-20 13:21:35.599324,153.87,533,refund,Los Angeles,0
27469,2024-09-17 09:47:35.599327,2562.55,207,purchase,New York,0
27470,2023-10-22 17:42:35.599330,1754.36,245,purchase,New York,0
27471,2024-06-27 04:44:35.599334,373.77,334,refund,San Diego,0
27472,2024-05-04 12:37:35.599337,2667.05,479,purchase,Philadelphia,0
27473,2024-01-30 17:46:35.599341,2032.74,480,purchase,Los Angeles,0
27474,2024-02-16 08:49:35.599344,3982.81,13,purchase,Philadelphia,0
27475,2024-04-23 02:04:35.599347,2035.1,594,purchase,San Antonio,0
27476,2024-05-29 07:37:35.599351,1057.65,834,refund,Houston,0
27477,2023-12-12 14:09:35.599354,4642.1,467,purchase,Phoenix,0
27478,2024-07-17 04:58:35.599358,2815.46,955,purchase,New York,0
27479,2024-05-25 19:09:35.599361,3164.45,424,refund,Dallas,0
27480,2024-02-17 10:51:35.599364,1237.36,286,refund,Chicago,0
27481,2023-11-25 18:02:35.599368,3855.76,998,purchase,Chicago,0
27482,2024-05-18 02:25:35.599371,1041.66,357,refund,New York,0
27483,2023-10-27 03:21:35.599374,3354.98,201,refund,Los Angeles,0
27484,2024-04-27 21:19:35.599378,1091.25,797,purchase,Phoenix,0
27485,2024-02-20 20:56:35.599381,126.31,18,refund,San Jose,0
27486,2024-07-02 08:40:35.599384,160.47,482,purchase,Dallas,0
27487,2024-03-31 09:05:35.599388,3914.17,370,purchase,Philadelphia,0
27488,2024-02-05 08:31:35.599391,4305.26,879,purchase,Los Angeles,0
27489,2024-02-03 20:19:35.599394,4118.28,698,purchase,San Diego,0
27490,2023-12-29 16:13:35.599398,4863.26,703,purchase,San Jose,0
27491,2024-07-03 06:53:35.599401,3262.26,884,purchase,Philadelphia,0
27492,2024-06-05 18:26:35.599405,2998.16,875,refund,Dallas,0
27493,2024-09-21 08:25:35.599408,3932.29,736,purchase,San Jose,0
27494,2024-08-29 16:52:35.599411,3722.18,443,purchase,Dallas,0
27495,2023-10-22 06:29:35.599415,3599.64,720,refund,Dallas,0
27496,2023-12-28 03:18:35.599418,3985.63,662,refund,New York,0
27497,2024-09-29 12:07:35.599421,1391.03,809,refund,Houston,0
27498,2024-05-26 16:01:35.599425,2304.26,594,refund,Phoenix,0
